,wavenumber,absorbance
,wavenumber,absorbance
0.0,3747.24323,0.0
1.0,3745.31464,0.00093
2.0,3743.38605,0.00066
3.0,3741.45747,0.00097
4.0,3739.52888,0.00205
5.0,3737.6003,0.00258
6.0,3735.67171,0.00281
7.0,3733.74312,0.00301
8.0,3731.81454,0.00343
9.0,3729.88595,0.00401
10.0,3727.95736,0.00481
11.0,3726.02878,0.00547
12.0,3724.10019,0.00629
13.0,3722.17161,0.00757
14.0,3720.24302,0.00872
15.0,3718.31443,0.01029
16.0,3716.38585,0.01227
17.0,3714.45726,0.01466
18.0,3712.52867,0.01703
19.0,3710.60009,0.01908
20.0,3708.6715,0.02186
21.0,3706.74291,0.02491
22.0,3704.81433,0.02814
23.0,3702.88574,0.03128
24.0,3700.95716,0.03371
25.0,3699.02857,0.03572
26.0,3697.09998,0.03699
27.0,3695.1714,0.03773
28.0,3693.24281,0.03816
29.0,3691.31422,0.03874
30.0,3689.38564,0.03947
31.0,3687.45705,0.04044
32.0,3685.52846,0.04238
33.0,3683.59988,0.04489
34.0,3681.67129,0.04771
35.0,3679.74271,0.05063
36.0,3677.81412,0.05402
37.0,3675.88553,0.05744
38.0,3673.95695,0.06075
39.0,3672.02836,0.06501
40.0,3670.09977,0.06912
41.0,3668.17119,0.07296
42.0,3666.2426,0.07727
43.0,3664.31402,0.08149
44.0,3662.38543,0.08556
45.0,3660.45684,0.08953
46.0,3658.52826,0.09345
47.0,3656.59967,0.09682
48.0,3654.67108,0.09976
49.0,3652.7425,0.10326
50.0,3650.81391,0.10658
51.0,3648.88532,0.10923
52.0,3646.95674,0.11188
53.0,3645.02815,0.11486
54.0,3643.09957,0.1179
55.0,3641.17098,0.12071
56.0,3639.24239,0.12332
57.0,3637.31381,0.1257
58.0,3635.38522,0.12836
59.0,3633.45663,0.13119
60.0,3631.52805,0.13404
61.0,3629.59946,0.13654
62.0,3627.67088,0.13779
63.0,3625.74229,0.13927
64.0,3623.8137,0.14109
65.0,3621.88512,0.14205
