"X1","wavenumber","absorbance"
1069,1934.50984,0.00385
1070,1932.58111,0.00357
1071,1930.65239,0.00346
1072,1928.72367,0.00358
1073,1926.79494,0.00364
1074,1924.86622,0.00368
1075,1922.93749,0.0032
1076,1921.00877,0.00397
1077,1919.08005,0.00383
1078,1917.15132,0.00426
1079,1915.2226,0.00492
1080,1913.29388,0.00541
1081,1911.36515,0.0056
1082,1909.43643,0.00595
1083,1907.5077,0.00683
1084,1905.57898,0.00785
1085,1903.65026,0.00851
1086,1901.72153,0.00919
1087,1899.79281,0.00996
1088,1897.86409,0.01062
1089,1895.93536,0.01089
1090,1894.00664,0.01154
1091,1892.07792,0.01253
1092,1890.14919,0.01271
1093,1888.22047,0.01324
1094,1886.29174,0.0144
1095,1884.36302,0.01445
1096,1882.4343,0.01477
1097,1880.50557,0.01529
1098,1878.57685,0.01559
1099,1876.64813,0.01563
1100,1874.7194,0.01586
1101,1872.79068,0.01569
1102,1870.86196,0.01526
1103,1868.93323,0.01444
1104,1867.00451,0.01433
1105,1865.07578,0.01418
1106,1863.14706,0.01408
1107,1861.21834,0.01346
1108,1859.28961,0.01265
1109,1857.36089,0.01203
1110,1855.43217,0.01096
1111,1853.50344,0.01021
1112,1851.57472,0.0096
1113,1849.64599,0.00892
1114,1847.71727,0.00794
1115,1845.78855,0.00725
1116,1843.85982,0.00594
1117,1841.9311,0.00653
1118,1840.00238,0.00603
1119,1838.07365,0.00553
1120,1836.14493,0.00518
1121,1834.21621,0.00454
1122,1832.28748,0.00421
1123,1830.35876,0.00307
1124,1828.43003,0.00295
1125,1826.50131,0.0029
1126,1824.57259,0.00208
1127,1822.64386,0.0024
1128,1820.71514,0.0021
1129,1818.78642,0.00222
1130,1816.85769,0.00162
1131,1814.92897,0.0014
1132,1813.00025,0.00101
1133,1811.07152,0.0007
1134,1809.1428,0.0007
1135,1807.21407,0.00069
1136,1805.28535,0.00082
1137,1803.35663,0.00044
1138,1801.4279,0.0003
1139,1799.49918,0.00002
1140,1797.57046,0.0006
1141,1795.64173,0.00035
1142,1793.71301,0.00012
1143,1791.78428,-0.00028
1144,1789.85556,0.00091
1145,1787.92684,0.00127
1146,1785.99811,0.00085
1147,1784.06939,0.00097
1148,1782.14067,0.00139
1149,1780.21194,0.00129
1150,1778.28322,0.00179
1151,1776.3545,0.00208
1152,1774.42577,0.00198
1153,1772.49705,0.00161
1154,1770.56832,0.00208
1155,1768.6396,0.00278
1156,1766.71088,0.00329
1157,1764.78215,0.00379
1158,1762.85343,0.00379
1159,1760.92471,0.00403
1160,1758.99598,0.00484
1161,1757.06726,0.00533
1162,1755.13854,0.00598
1163,1753.20981,0.00665
1164,1751.28109,0.00689
1165,1749.35236,0.00721
1166,1747.42364,0.00825
1167,1745.49492,0.00922
1168,1743.56619,0.01013
1169,1741.63747,0.01128
1170,1739.70875,0.01251
1171,1737.78002,0.0138
1172,1735.8513,0.01474
1173,1733.92257,0.01529
1174,1731.99385,0.0168
1175,1730.06513,0.01841
1176,1728.1364,0.02043
1177,1726.20768,0.02199
1178,1724.27896,0.02316
1179,1722.35023,0.02477
1180,1720.42151,0.02589
1181,1718.49279,0.02655
1182,1716.56406,0.02791
1183,1714.63534,0.02977
1184,1712.70661,0.03231
1185,1710.77789,0.03412
1186,1708.84917,0.03589
1187,1706.92044,0.03739
1188,1704.99172,0.03934
1189,1703.063,0.04194
1190,1701.13427,0.04424
1191,1699.20555,0.04656
1192,1697.27683,0.04814
1193,1695.3481,0.05135
1194,1693.41938,0.05508
1195,1691.49065,0.05781
1196,1689.56193,0.0604
1197,1687.63321,0.06344
1198,1685.70448,0.06529
1199,1683.77576,0.06843
1200,1681.84704,0.07252
1201,1679.91831,0.07554
1202,1677.98959,0.07898
1203,1676.06087,0.08171
1204,1674.13214,0.08543
1205,1672.20342,0.08803
1206,1670.27469,0.09084
1207,1668.34597,0.095
1208,1666.41725,0.09904
1209,1664.48852,0.10163
1210,1662.5598,0.10427
1211,1660.63108,0.10754
1212,1658.70235,0.11049
1213,1656.77363,0.11298
1214,1654.8449,0.11275
1215,1652.91618,0.11633
1216,1650.98746,0.12083
1217,1649.05873,0.12154
1218,1647.13001,0.12245
1219,1645.20129,0.12559
1220,1643.27256,0.12791
1221,1641.34384,0.12948
1222,1639.41512,0.13074
1223,1637.48639,0.13019
1224,1635.55767,0.1302
1225,1633.62894,0.13254
1226,1631.70022,0.13308
1227,1629.7715,0.13221
1228,1627.84277,0.13089
1229,1625.91405,0.12999
1230,1623.98533,0.12718
1231,1622.0566,0.12491
1232,1620.12788,0.12215
1233,1618.19916,0.11789
1234,1616.27043,0.11299
1235,1614.34171,0.10972
1236,1612.41298,0.10551
1237,1610.48426,0.10015
1238,1608.55554,0.09467
1239,1606.62681,0.08936
1240,1604.69809,0.08462
1241,1602.76937,0.07998
1242,1600.84064,0.07532
1243,1598.91192,0.07113
1244,1596.98319,0.06714
1245,1595.05447,0.06355
1246,1593.12575,0.06047
1247,1591.19702,0.05742
1248,1589.2683,0.05435
1249,1587.33958,0.05174
1250,1585.41085,0.04936
1251,1583.48213,0.04713
1252,1581.55341,0.04502
1253,1579.62468,0.04274
1254,1577.69596,0.03971
1255,1575.76723,0.03737
1256,1573.83851,0.03803
1257,1571.90979,0.03654
1258,1569.98106,0.03434
1259,1568.05234,0.034
1260,1566.12362,0.03342
1261,1564.19489,0.03255
1262,1562.26617,0.03136
1263,1560.33745,0.02779
1264,1558.40872,0.0273
1265,1556.48,0.02922
1266,1554.55127,0.02944
1267,1552.62255,0.02912
1268,1550.69383,0.02812
1269,1548.7651,0.02787
1270,1546.83638,0.02733
1271,1544.90766,0.02597
1272,1542.97893,0.02498
1273,1541.05021,0.02293
1274,1539.12148,0.02162
1275,1537.19276,0.02357
1276,1535.26404,0.02315
1277,1533.33531,0.02169
1278,1531.40659,0.02144
1279,1529.47787,0.02058
1280,1527.54914,0.01905
1281,1525.62042,0.0181
1282,1523.6917,0.01694
1283,1521.76297,0.01492
1284,1519.83425,0.01489
1285,1517.90552,0.01471
1286,1515.9768,0.01411
1287,1514.04808,0.01453
1288,1512.11935,0.01316
1289,1510.19063,0.01149
1290,1508.26191,0.00849
1291,1506.33318,0.00602
1292,1504.40446,0.00736
1293,1502.47574,0.00703
1294,1500.54701,0.0052
1295,1498.61829,0.00325
1296,1496.68956,0.00256
1297,1494.76084,0.00241
1298,1492.83212,0.00228
1299,1490.90339,0.00079
1300,1488.97467,0.00002
1301,1487.04595,0.00047
1302,1485.11722,0.0009
1303,1483.1885,0.00139
1304,1481.25977,0.00166
1305,1479.33105,0.00231
1306,1477.40233,0.00281
1307,1475.4736,0.00323
1308,1473.54488,0.00388
1309,1471.61616,0.00598
1310,1469.68743,0.00854
1311,1467.75871,0.00947
1312,1465.82999,0.00926
1313,1463.90126,0.00931
1314,1461.97254,0.01003
1315,1460.04381,0.00916
1316,1458.11509,0.00761
1317,1456.18637,0.00825
1318,1454.25764,0.00899
1319,1452.32892,0.00854
1320,1450.4002,0.00841
1321,1448.47147,0.00777
1322,1446.54275,0.00819
1323,1444.61403,0.00823
1324,1442.6853,0.0077
1325,1440.75658,0.00774
1326,1438.82785,0.00724
1327,1436.89913,0.00635
1328,1434.97041,0.00697
1329,1433.04168,0.00744
1330,1431.11296,0.00704
1331,1429.18424,0.00745
1332,1427.25551,0.00798
1333,1425.32679,0.00771
1334,1423.39806,0.00783
1335,1421.46934,0.0087
1336,1419.54062,0.00846
1337,1417.61189,0.00925
1338,1415.68317,0.01045
1339,1413.75445,0.01165
1340,1411.82572,0.01238
1341,1409.897,0.01346
1342,1407.96828,0.01514
1343,1406.03955,0.0158
1344,1404.11083,0.01712
1345,1402.1821,0.01818
1346,1400.25338,0.01821
1347,1398.32466,0.01716
1348,1396.39593,0.01634
1349,1394.46721,0.0135
1350,1392.53849,0.01284
1351,1390.60976,0.01108
1352,1388.68104,0.00952
1353,1386.75232,0.00806
1354,1384.82359,0.00739
1355,1382.89487,0.00699
1356,1380.96614,0.00687
1357,1379.03742,0.00601
1358,1377.1087,0.00529
1359,1375.17997,0.00414
1360,1373.25125,0.00347
1361,1371.32253,0.00299
1362,1369.3938,0.0026
1363,1367.46508,0.00233
1364,1365.53635,0.00147
1365,1363.60763,0.00051
1366,1361.67891,0.00001
1367,1359.75018,0.00026
1368,1357.82146,-0.0001
1369,1355.89274,-0.00023
1370,1353.96401,-0.00056
1371,1352.03529,-0.00014
1372,1350.10657,-0.00045
1373,1348.17784,0.00005
1374,1346.24912,0.00001
1375,1344.32039,0.00041
1376,1342.39167,-0.00023
1377,1340.46295,-0.00051
1378,1338.53422,-0.00026
1379,1336.6055,0.00049
1380,1334.67678,0.00105
1381,1332.74805,0.00082
1382,1330.81933,0.00127
1383,1328.89061,0.00226
1384,1326.96188,0.00264
1385,1325.03316,0.00316
1386,1323.10443,0.00348
1387,1321.17571,0.00426
1388,1319.24699,0.00448
1389,1317.31826,0.00531
1390,1315.38954,0.00649
1391,1313.46082,0.00699
1392,1311.53209,0.00814
1393,1309.60337,0.00933
1394,1307.67464,0.01067
1395,1305.74592,0.01146
1396,1303.8172,0.01334
1397,1301.88847,0.01436
1398,1299.95975,0.01611
1399,1298.03103,0.01829
1400,1296.1023,0.0205
1401,1294.17358,0.02326
1402,1292.24486,0.02482
1403,1290.31613,0.02726
1404,1288.38741,0.02962
1405,1286.45868,0.03244
1406,1284.52996,0.03572
1407,1282.60124,0.03943
1408,1280.67251,0.04351
1409,1278.74379,0.04771
1410,1276.81507,0.05263
1411,1274.88634,0.05767
1412,1272.95762,0.06327
1413,1271.0289,0.06994
1414,1269.10017,0.07686
1415,1267.17145,0.08493
1416,1265.24272,0.09384
1417,1263.314,0.10438
1418,1261.38528,0.1152
1419,1259.45655,0.1276
1420,1257.52783,0.14134
1421,1255.59911,0.15653
1422,1253.67038,0.17083
1423,1251.74166,0.18702
1424,1249.81294,0.20152
1425,1247.88421,0.21583
1426,1245.95549,0.22896
1427,1244.02676,0.24123
1428,1242.09804,0.2527
1429,1240.16932,0.26211
1430,1238.24059,0.27222
1431,1236.31187,0.28046
1432,1234.38315,0.28751
1433,1232.45442,0.2959
1434,1230.5257,0.30205
1435,1228.59697,0.30788
1436,1226.66825,0.31409
1437,1224.73953,0.3177
1438,1222.8108,0.32381
1439,1220.88208,0.32822
1440,1218.95336,0.33256
1441,1217.02463,0.33679
1442,1215.09591,0.34196
1443,1213.16719,0.3458
1444,1211.23846,0.34952
1445,1209.30974,0.35208
1446,1207.38101,0.35613
1447,1205.45229,0.35951
1448,1203.52357,0.36332
1449,1201.59484,0.36783
1450,1199.66612,0.37017
1451,1197.7374,0.37329
1452,1195.80867,0.37726
1453,1193.87995,0.38038
1454,1191.95123,0.38221
1455,1190.0225,0.38465
1456,1188.09378,0.38882
1457,1186.16505,0.39127
1458,1184.23633,0.39372
1459,1182.30761,0.40027
1460,1180.37888,0.40239
1461,1178.45016,0.40536
1462,1176.52144,0.40864
1463,1174.59271,0.41153
1464,1172.66399,0.4158
1465,1170.73526,0.41873
1466,1168.80654,0.42158
1467,1166.87782,0.42325
1468,1164.94909,0.42723
1469,1163.02037,0.42922
1470,1161.09165,0.43293
1471,1159.16292,0.43484
1472,1157.2342,0.43883
1473,1155.30548,0.44028
1474,1153.37675,0.44339
1475,1151.44803,0.4451
1476,1149.5193,0.44536
1477,1147.59058,0.45111
1478,1145.66186,0.45309
1479,1143.73313,0.45526
1480,1141.80441,0.45925
1481,1139.87569,0.46138
1482,1137.94696,0.46307
1483,1136.01824,0.46796
1484,1134.08952,0.47258
1485,1132.16079,0.47474
1486,1130.23207,0.47896
1487,1128.30334,0.48245
1488,1126.37462,0.48817
1489,1124.4459,0.49174
1490,1122.51717,0.49727
1491,1120.58845,0.50341
1492,1118.65973,0.50734
1493,1116.731,0.5139
1494,1114.80228,0.51948
1495,1112.87355,0.52925
1496,1110.94483,0.53098
1497,1109.01611,0.53679
1498,1107.08738,0.54455
1499,1105.15866,0.55347
1500,1103.22994,0.55927
1501,1101.30121,0.56388
1502,1099.37249,0.57075
1503,1097.44377,0.57341
1504,1095.51504,0.5772
1505,1093.58632,0.5777
1506,1091.65759,0.58268
1507,1089.72887,0.58386
1508,1087.80015,0.58173
1509,1085.87142,0.57946
1510,1083.9427,0.58392
1511,1082.01398,0.58211
1512,1080.08525,0.57972
1513,1078.15653,0.5799
1514,1076.22781,0.5785
1515,1074.29908,0.57713
1516,1072.37036,0.57602
1517,1070.44163,0.5757
1518,1068.51291,0.57117
1519,1066.58419,0.5689
1520,1064.65546,0.56757
1521,1062.72674,0.56345
1522,1060.79802,0.56444
1523,1058.86929,0.56182
1524,1056.94057,0.56038
1525,1055.01184,0.55277
1526,1053.08312,0.54915
1527,1051.1544,0.5463
1528,1049.22567,0.53855
1529,1047.29695,0.53358
1530,1045.36823,0.53142
1531,1043.4395,0.52502
1532,1041.51078,0.51646
1533,1039.58206,0.50876
1534,1037.65333,0.50095
1535,1035.72461,0.49472
1536,1033.79588,0.48639
1537,1031.86716,0.47763
1538,1029.93844,0.46859
1539,1028.00971,0.45978
1540,1026.08099,0.45022
1541,1024.15227,0.44194
1542,1022.22354,0.43329
1543,1020.29482,0.42215
1544,1018.3661,0.41434
1545,1016.43737,0.4103
1546,1014.50865,0.40017
1547,1012.57992,0.388
1548,1010.6512,0.38169
1549,1008.72248,0.37255
1550,1006.79375,0.36289
1551,1004.86503,0.35391
1552,1002.93631,0.34329
1553,1001.00758,0.33243
1554,999.07886,0.32296
1555,997.15013,0.31267
1556,995.22141,0.30204
1557,993.29269,0.29283
1558,991.36396,0.28388
1559,989.43524,0.27461
1560,987.50652,0.26632
1561,985.57779,0.25931
1562,983.64907,0.25308
1563,981.72035,0.24632
1564,979.79162,0.24059
1565,977.8629,0.23704
1566,975.93417,0.23213
1567,974.00545,0.2273
1568,972.07673,0.22515
1569,970.148,0.22126
1570,968.21928,0.21839
1571,966.29056,0.2173
1572,964.36183,0.21456
1573,962.43311,0.21285
1574,960.50439,0.21194
1575,958.57566,0.21072
1576,956.64694,0.21066
1577,954.71821,0.20831
1578,952.78949,0.20532
1579,950.86077,0.20384
1580,948.93204,0.20349
1581,947.00332,0.20204
1582,945.0746,0.20003
1583,943.14587,0.19755
1584,941.21715,0.19644
1585,939.28842,0.19487
1586,937.3597,0.19291
1587,935.43098,0.18917
1588,933.50225,0.18943
1589,931.57353,0.18629
1590,929.64481,0.18213
1591,927.71608,0.18052
1592,925.78736,0.17955
1593,923.85864,0.17694
1594,921.92991,0.17517
1595,920.00119,0.17344
1596,918.07246,0.17146
1597,916.14374,0.16831
1598,914.21502,0.1642
1599,912.28629,0.16054
1600,910.35757,0.15556
1601,908.42885,0.15048
1602,906.50012,0.14361
1603,904.5714,0.13652
1604,902.64268,0.12982
1605,900.71395,0.12388
1606,898.78523,0.11703
1607,896.8565,0.11299
1608,894.92778,0.10694
1609,892.99906,0.10327
1610,891.07033,0.0977
1611,889.14161,0.09364
1612,887.21289,0.08977
1613,885.28416,0.08543
1614,883.35544,0.08086
1615,881.42671,0.07765
1616,879.49799,0.07576
1617,877.56927,0.07153
1618,875.64054,0.06733
1619,873.71182,0.06453
1620,871.7831,0.0611
1621,869.85437,0.05807
1622,867.92565,0.05443
1623,865.99693,0.05081
1624,864.0682,0.04926
1625,862.13948,0.0451
1626,860.21075,0.0433
1627,858.28203,0.04029
1628,856.35331,0.0402
1629,854.42458,0.0376
1630,852.49586,0.03731
1631,850.56714,0.03563
1632,848.63841,0.03593
1633,846.70969,0.0359
1634,844.78097,0.03562
1635,842.85224,0.03936
1636,840.92352,0.03952
1637,838.99479,0.04392
1638,837.06607,0.04696
1639,835.13735,0.04926
1640,833.20862,0.05242
1641,831.2799,0.05673
1642,829.35118,0.06031
1643,827.42245,0.06403
1644,825.49373,0.06863
1645,823.56501,0.07182
1646,821.63628,0.07525
1647,819.70756,0.08093
1648,817.77883,0.08528
1649,815.85011,0.09003
1650,813.92139,0.094
1651,811.99266,0.09983
1652,810.06394,0.10572
1653,808.13522,0.10903
1654,806.20649,0.11603
1655,804.27777,0.12115
1656,802.34904,0.12584
1657,800.42032,0.13053
1658,798.4916,0.13194
1659,796.56287,0.13186
1660,794.63415,0.13148
1661,792.70543,0.12999
1662,790.7767,0.1262
1663,788.84798,0.12302
1664,786.91926,0.12076
1665,784.99053,0.11593
1666,783.06181,0.11387
1667,781.13308,0.11093
1668,779.20436,0.10577
1669,777.27564,0.09911
1670,775.34691,0.09227
1671,773.41819,0.08638
1672,771.48947,0.08164
1673,769.56074,0.07781
1674,767.63202,0.07495
1675,765.7033,0.07133
1676,763.77457,0.0719
1677,761.84585,0.07001
1678,759.91712,0.06784
1679,757.9884,0.06818
1680,756.05968,0.06709
1681,754.13095,0.06718
1682,752.20223,0.06666
1683,750.27351,0.06526
1684,748.34478,0.06559
1685,746.41606,0.06388
1686,744.48733,0.0649
1687,742.55861,0.06296
1688,740.62989,0.06346
1689,738.70116,0.06291
1690,736.77244,0.06257
1691,734.84372,0.06167
1692,732.91499,0.06135
1693,730.98627,0.06064
1694,729.05755,0.06065
1695,727.12882,0.06107
1696,725.2001,0.05965
1697,723.27137,0.05929
1698,721.34265,0.05795
1699,719.41393,0.05685
1700,717.4852,0.05893
1701,715.55648,0.05794
1702,713.62776,0.05811
1703,711.69903,0.06025
1704,709.77031,0.06019
1705,707.84159,0.06073
1706,705.91286,0.0585
1707,703.98414,0.0615
1708,702.05541,0.06203
1709,700.12669,0.063
1710,698.19797,0.06509
1711,696.26924,0.06474
1712,694.34052,0.06217
1713,692.4118,0.0624
1714,690.48307,0.06253
1715,688.55435,0.06043
1716,686.62562,0.05858
1717,684.6969,0.05957
1718,682.76818,0.05759
1719,680.83945,0.05624
1720,678.91073,0.05662
1721,676.98201,0.05767
1722,675.05328,0.05757
1723,673.12456,0.05461
1724,671.19584,0.0551
1725,669.26711,0.05482
1726,667.33839,0.06141
1727,665.40966,0.05533
1728,663.48094,0.0571
1729,661.55222,0.05471
1730,659.62349,0.05525
1731,657.69477,0.05855
1732,655.76605,0.05816
1733,653.83732,0.05951
1734,651.9086,0.05952
1735,649.97988,0.06259
1736,648.05115,0.06676
1737,646.12243,0.06941
1738,644.1937,0.07205
1739,642.26498,0.07549
1740,640.33626,0.08035
1741,638.40753,0.08127
1742,636.47881,0.08057
1743,634.55009,0.08423
1744,632.62136,0.08335
1745,630.69264,0.08471
1746,628.76391,0.08856
1747,626.83519,0.08598
1748,624.90647,0.08428
1749,622.97774,0.08806
1750,621.04902,0.09307
1751,619.1203,0.09521
1752,617.19157,0.09704
1753,615.26285,0.09973
1754,613.33413,0.09679
1755,611.4054,0.10015
1756,609.47668,0.10114
1757,607.54795,0.10353
1758,605.61923,0.11024
1759,603.69051,0.1147
1760,601.76178,0.11685
1761,599.83306,0.12071
1762,597.90434,0.12279
1763,595.97561,0.12455
1764,594.04689,0.12715
1765,592.11817,0.12919
1766,590.18944,0.12892
1767,588.26072,0.13685
1768,586.33199,0.13335
1769,584.40327,0.13879
1770,582.47455,0.13553
1771,580.54582,0.13714
1772,578.6171,0.13941
1773,576.68838,0.14166
1774,574.75965,0.14463
1775,572.83093,0.14237
1776,570.9022,0.1428
1777,568.97348,0.14367
1778,567.04476,0.1437
1779,565.11603,0.14073
1780,563.18731,0.14724
1781,561.25859,0.14447
1782,559.32986,0.15048
1783,557.40114,0.14777
1784,555.47242,0.14863
1785,553.54369,0.15732
1786,551.61497,0.15599
1787,549.68624,0.16304
1788,547.75752,0.16755
1789,545.8288,0.17002
1790,543.90007,0.17195
1791,541.97135,0.17596
1792,540.04263,0.17317
1793,538.1139,0.17562
1794,536.18518,0.17425
1795,534.25646,0.17443
1796,532.32773,0.17863
1797,530.39901,0.17783
1798,528.47028,0.18016
1799,526.54156,0.17495
1800,524.61284,0.18227
1801,522.68411,0.18261
1802,520.75539,0.17877
1803,518.82667,0.18219
1804,516.89794,0.17776
1805,514.96922,0.17078
1806,513.04049,0.18324
1807,511.11177,0.17704
1808,509.18305,0.18013
1809,507.25432,0.17693
1810,505.3256,0.18484
1811,503.39688,0.18958
1812,501.46815,0.19554
1813,499.53943,0.20514
1814,497.61071,0.20931
1815,495.68198,0.21929
1816,493.75326,0.23363
1817,491.82453,0.23611
1818,489.89581,0.23776
1819,487.96709,0.25908
1820,486.03836,0.25704
1821,484.10964,0.2832
1822,482.18092,0.28834
1823,480.25219,0.3038
1824,478.32347,0.31074
1825,476.39475,0.32963
1826,474.46602,0.34267
1827,472.5373,0.33169
1828,470.60857,0.33557
1829,468.67985,0.35545
1830,466.75113,0.35295
1831,464.8224,0.34164
1832,462.89368,0.34226
1833,460.96496,0.34623
1834,459.03623,0.32674
1835,457.10751,0.32167
1836,455.17878,0.3233
1837,453.25006,0.31374
1838,451.32134,0.32604
1839,449.39261,0.3006
1840,447.46389,0.28943
1841,445.53517,0.26556
1842,443.60644,0.26544
1843,441.67772,0.28878
1844,439.749,0.2777
1845,437.82027,0.24719
1846,435.89155,0.24675
1847,433.96282,0.23107
1848,432.0341,0.22809
1849,430.10538,0.2372
1850,428.17665,0.22365
1851,426.24793,0.22066
1852,424.31921,0.20996
1853,422.39048,0.19813
1854,420.46176,0.18285
1855,418.53304,0.19621
1856,416.60431,0.16265
1857,414.67559,0.17091
1858,412.74686,0.1512
1859,410.81814,0.13868
1860,408.88942,0.14961
1861,406.96069,0.10238
1862,405.03197,0.10507
1863,403.10325,0.14969
1864,401.17452,0.10017
1865,399.2458,0.08809
1866,397.31708,0.09891
1867,395.38835,0.0647
1868,393.45963,0.1105
1869,391.5309,0.06948
1870,389.60218,0.07788
1871,387.67346,0.07292
1872,385.74473,0.04192
1873,383.81601,0.08566
1874,381.88729,0.07782
1875,379.95856,0.06701
1876,378.02984,0.05758
1877,376.10111,0.01314
1878,374.17239,-0.00617
1879,372.24367,-0.05001
1880,370.31494,-0.01872
1881,368.38622,NA
